2025-09-13 17:40:42 | INFO | Sent message to topic 'buzzline_json': {'message': 'Have a great day!', 'author': 'Diana'}
2025-09-13 17:52:45 | WARNING | Producer interrupted by user.
2025-09-13 17:52:45 | INFO | Kafka producer closed.
2025-09-13 17:52:45 | INFO | END producer.
2025-09-13 17:55:48 | INFO | Logging to file: logs/project_log.log
2025-09-13 17:55:48 | INFO | Log sanitization enabled, personal info removed
2025-09-13 17:55:48 | INFO | Project root: C:/Users/USER/Documents/datastream-01/buzzline-03-hanson
2025-09-13 17:55:48 | INFO | Data folder: C:/Users/USER/Documents/datastream-01/buzzline-03-hanson/data
2025-09-13 17:55:48 | INFO | Data file: C:/Users/USER/Documents/datastream-01/buzzline-03-hanson/data/buzz.json
2025-09-13 17:55:48 | INFO | START producer.
2025-09-13 17:55:48 | INFO | Kafka broker address: localhost:9092
2025-09-13 17:55:48 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'HgK16oaASYSw0OdYOPF66A', 'controller_id': 1}
2025-09-13 17:55:48 | INFO | Kafka topic: buzzline_json
2025-09-13 17:55:48 | INFO | Message interval: 1 seconds
2025-09-13 17:55:48 | INFO | Kafka broker address: localhost:9092
2025-09-13 17:55:48 | INFO | Connecting to Kafka broker at localhost:9092...
2025-09-13 17:55:48 | INFO | Kafka producer successfully created.
2025-09-13 17:55:48 | INFO | Kafka broker address: localhost:9092
2025-09-13 17:55:49 | INFO | Topic 'buzzline_json' already exists. Recreating fresh...
2025-09-13 17:55:49 | INFO | Requested deletion of topic 'buzzline_json'.
2025-09-13 17:55:49 | INFO | Topic 'buzzline_json' created successfully.
2025-09-13 17:55:49 | INFO | Kafka topic 'buzzline_json' is ready.
2025-09-13 17:55:49 | INFO | Starting message production to topic 'buzzline_json'...
2025-09-13 17:55:49 | INFO | Opening data file in read mode: C:/Users/USER/Documents/datastream-01/buzzline-03-hanson/data/buzz.json
2025-09-13 17:55:49 | INFO | Reading data from file: C:/Users/USER/Documents/datastream-01/buzzline-03-hanson/data/buzz.json
2025-09-13 17:55:49 | INFO | Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Eve', 'group': 'B', 'grade': '7th'}
2025-09-13 17:55:50 | INFO | Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Alice', 'group': 'A', 'grade': '6th'}
2025-09-13 17:55:51 | INFO | Sent message to topic 'buzzline_json': {'message': 'Have a great day!', 'author': 'Charlie', 'group': 'B', 'grade': '3rd'}
2025-09-13 17:55:52 | INFO | Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Alice', 'group': 'B', 'grade': '1st'}
2025-09-13 17:55:53 | INFO | Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Diana', 'group': 'E', 'grade': '1st'}
2025-09-13 17:55:54 | INFO | Sent message to topic 'buzzline_json': {'message': 'Buzz messages for everyone.', 'author': 'Alice', 'group': 'G', 'grade': '1st'}
2025-09-13 17:55:55 | INFO | Sent message to topic 'buzzline_json': {'message': 'Hello, Kafka world!', 'author': 'Diana', 'group': 'F', 'grade': '3rd'}
2025-09-13 17:55:56 | INFO | Sent message to topic 'buzzline_json': {'message': 'This is a buzz message.', 'author': 'Eve', 'group': 'D', 'grade': '6th'}
2025-09-13 17:55:57 | INFO | Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Eve', 'group': 'F', 'grade': '4th'}
2025-09-13 17:55:58 | INFO | Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Alice', 'group': 'C', 'grade': '7th'}
2025-09-13 17:55:59 | INFO | Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Diana', 'group': 'B', 'grade': '7th'}
2025-09-13 17:56:00 | WARNING | Producer interrupted by user.
2025-09-13 17:56:00 | INFO | Kafka producer closed.
2025-09-13 17:56:00 | INFO | END producer.
2025-09-13 17:56:09 | INFO | Logging to file: logs/project_log.log
2025-09-13 17:56:09 | INFO | Log sanitization enabled, personal info removed
2025-09-13 17:56:09 | INFO | Project root: C:/Users/USER/Documents/datastream-01/buzzline-03-hanson
2025-09-13 17:56:09 | INFO | Data folder: C:/Users/USER/Documents/datastream-01/buzzline-03-hanson/data
2025-09-13 17:56:09 | INFO | Data file: C:/Users/USER/Documents/datastream-01/buzzline-03-hanson/data/smoker_temps.csv
2025-09-13 17:56:09 | INFO | START producer.
2025-09-13 17:56:09 | INFO | Kafka broker address: localhost:9092
2025-09-13 17:56:10 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'HgK16oaASYSw0OdYOPF66A', 'controller_id': 1}
2025-09-13 17:56:10 | INFO | Kafka topic: smoker_csv
2025-09-13 17:56:10 | INFO | Message interval: 5 seconds
2025-09-13 17:56:10 | INFO | Kafka broker address: localhost:9092
2025-09-13 17:56:10 | INFO | Connecting to Kafka broker at localhost:9092...
2025-09-13 17:56:10 | INFO | Kafka producer successfully created.
2025-09-13 17:56:10 | INFO | Kafka broker address: localhost:9092
2025-09-13 17:56:10 | INFO | Topic 'smoker_csv' already exists. Recreating fresh...
2025-09-13 17:56:10 | INFO | Requested deletion of topic 'smoker_csv'.
2025-09-13 17:56:10 | INFO | Topic 'smoker_csv' created successfully.
2025-09-13 17:56:10 | INFO | Kafka topic 'smoker_csv' is ready.
2025-09-13 17:56:10 | INFO | Starting message production to topic 'smoker_csv'...
2025-09-13 17:56:10 | INFO | Opening data file in read mode: C:/Users/USER/Documents/datastream-01/buzzline-03-hanson/data/smoker_temps.csv
2025-09-13 17:56:10 | INFO | Reading data from file: C:/Users/USER/Documents/datastream-01/buzzline-03-hanson/data/smoker_temps.csv
2025-09-13 17:56:10 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-13T22:56:10.673905', 'temperature': 70.4, 'country': 'FR', 'city': 'New York'}
2025-09-13 17:56:15 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-13T22:56:15.676199', 'temperature': 70.8, 'country': 'FR', 'city': 'Berlin'}
2025-09-13 17:56:20 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-13T22:56:20.678378', 'temperature': 71.2, 'country': 'IN', 'city': 'New York'}
2025-09-13 17:56:25 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-13T22:56:25.681123', 'temperature': 71.6, 'country': 'FR', 'city': 'Beijing'}
2025-09-13 17:56:26 | WARNING | Producer interrupted by user.
2025-09-13 17:56:26 | INFO | Kafka producer closed.
2025-09-13 17:56:26 | INFO | END producer.
